label,mfcc_mean,spectral_centroid_mean,spectral_bandwidth_mean,chroma_stft_mean,zero_crossing_rate_mean
gac,"[-3.01855835e+02  1.46762100e+02  5.41544104e+00  3.67927628e+01
  1.84323978e+01  1.52995844e+01 -7.15913391e+00 -1.08385295e-01
 -3.86525130e+00 -1.01812954e+01 -1.03806267e+01 -8.13865471e+00
 -5.65456915e+00]",1083.1510175608573,1631.469489159982,0.25297046,0.03948692908653846
gac,"[-313.50092    151.85315      4.9841304   33.57362     14.271909
   14.265886    -7.0063176   -3.7057369   -6.0874305  -11.641632
  -11.658146    -6.883407    -6.723002 ]",975.2322411569729,1447.4887175080573,0.243056,0.03740609975961538
gac,"[-1.1580153e+02  1.0283463e+02  2.3867083e+01  3.4178741e+01
  1.1986446e+01  1.1641537e+01  6.1363840e+00  1.2803808e+01
 -3.1556072e+00 -6.0110591e-02 -1.4989823e-01  6.3394179e+00
 -1.9140540e+00]",1724.6996887456764,2467.1432388779385,0.36560157,0.04169546274038462
gac,"[-98.42256     95.89177     20.718945    31.729181     7.622395
  15.251665    11.563843    15.034143    -1.1099494    0.55260754
   1.427583     7.625959    -4.403357  ]",1923.9795363429087,2544.0612913235027,0.37546873,0.059326171875
gac,"[-95.36636     94.22699     15.377519    32.890865     6.0757833
   7.92305      3.8139925    9.644922    -3.8813136   -0.98982906
   0.09846397   7.4596744   -2.3783693 ]",2067.82028680396,2562.77707501521,0.35518268,0.07447791466346154
gac,"[-264.8572     166.38792    -48.760254    76.71588    -10.938561
    9.628837    10.705256   -22.806747     1.5375097  -17.097765
   -8.308842   -10.646764   -10.976469 ]",1218.5139036687447,1386.0308540295005,0.34056544,0.052723106971153844
gac,"[-219.53046    165.04626    -56.946342    78.63301    -18.100431
    5.1987453    7.479306   -18.37092     11.946064   -10.465401
   -6.844397   -18.549969   -14.572534 ]",1384.2982929950913,1419.5071779625798,0.27256474,0.07214543269230769
gac,"[-240.41603    163.06963    -53.47137     78.84291    -15.336288
    8.617182     7.974954   -24.54268      1.4646804  -15.543636
   -3.5507941  -10.088751   -13.088848 ]",1325.0665782107699,1429.7141918678205,0.29890364,0.06002854567307692
gac,"[-2.5074683e+02  1.9994698e+02 -3.6742923e+00  3.5796837e+01
  4.5628784e+01 -6.9011297e+00  5.6715498e+00  2.5494416e+00
 -1.6990997e+01 -1.6380134e-01 -4.7618256e+00 -1.7744276e+01
 -8.6273975e+00]",562.8195489472967,768.9783253891873,0.3073018,0.02792217548076923
gac,"[-251.5323     213.70183    -20.34097     32.47436     41.350906
  -12.66466      7.9686136   -0.3185494  -19.462616     1.0892373
   -7.000641   -16.502655    -4.1151342]",641.7521850299192,815.4722981923978,0.35191712,0.032493239182692306
gac,"[-248.78787    205.73296    -30.112278    36.710278    45.89411
  -14.849367     7.331483     1.108008   -16.984488     6.574295
   -2.6267352  -16.295458    -6.1196175]",760.7508252715371,908.4063473482819,0.32635546,0.04195087139423077
gac,"[-289.56506    111.107285     4.2127695   38.749725     6.177961
    1.1477784   -3.5618339    2.2387707    4.033146    -3.6037345
  -13.9451      -8.251696   -11.584381 ]",1580.2015561489522,2109.2568410012486,0.29271722,0.05085261418269231
gac,"[-1.6843436e+02  7.7579597e+01 -6.5173016e+00  4.9217487e+01
 -7.2603946e+00  6.2152824e+00 -3.5325203e+00 -7.9594502e+00
 -4.2398233e+00 -7.2013080e-02 -1.6623190e+01 -3.5301054e+00
 -1.9171181e+01]",2490.0089578575707,2283.2785665528036,0.3292887,0.15620492788461537
gac,"[-2.7221317e+02  7.4951508e+01 -1.5919544e+00  5.2526581e+01
 -1.6428775e+00  5.7919436e+00  2.5404763e+00  9.0988964e-01
  1.8590146e-01  3.1046593e+00 -9.7366829e+00 -5.5952606e+00
 -1.5563250e+01]",2218.461688186818,2329.1400442268196,0.257116,0.09592472956730769
gac,"[-298.55798     165.00185      19.596308     48.78804      10.559278
   12.454975      2.5878127     0.51168025   -8.865569     -6.4284835
   -3.2509372    -1.5578488    -6.5023136 ]",812.9630038278596,1327.3347317135845,0.29500246,0.0302734375
gac,"[-313.29398     174.99696      26.502445     35.278313      0.58532953
    4.4049673    -1.0532824    -4.2133517    -6.429526     -5.3540497
   -0.881065     -3.301927     -7.046307  ]",786.4506496459518,1273.1310629544578,0.2800748,0.029860276442307692
gac,"[-294.79816    182.049       21.00627     32.07433      7.5692263
    4.109764    -1.2856789   -5.727228    -4.333964    -6.335703
   -7.0559936   -6.4885583  -11.9490595]",685.2626775184025,1111.2646064399728,0.25097528,0.02927058293269231
gac,"[-3.2291821e+02  1.3104407e+02  2.0328016e+01  1.7802189e+01
 -2.7270095e+00  1.8808388e+01 -1.1182507e+00  2.6182420e+00
 -9.6631193e-01  1.0856335e+01  2.1203190e-01  3.2804134e+00
 -3.7393460e+00]",1334.7215331898406,1942.7925064913104,0.27437836,0.03768028846153846
gac,"[-304.24106    119.52855     18.290077    14.282492    -6.006977
   19.38587     -2.9343085    5.004364    -3.4250932    5.8377347
   -1.7859412    3.7544012   -8.688535 ]",1454.0353037240463,2041.3147344462923,0.2324055,0.051400991586538464
gac,"[-201.39862     103.75771      20.378696     21.58386      -3.4707215
   21.771484     -4.917834      5.126929     -0.48102865    6.9449873
   -3.9547813    -1.3020924   -11.346105  ]",1743.1945844232987,2396.7437241370276,0.26787814,0.04670222355769231
gac,"[-335.40375    147.16455     -6.144794    29.775747     8.809103
   14.298238     5.2810965    4.9045334  -15.926285   -15.314604
  -11.415619   -12.457438   -14.180029 ]",1136.9674041255819,1594.1315703064336,0.2936907,0.046863731971153844
gac,"[-373.2176     155.93796    -13.793666    24.063307    16.896439
   15.451756     9.45394      2.9353101  -15.065454   -12.4758415
   -8.468809    -3.6426556   -7.3603578]",1065.393460930371,1461.7875760668471,0.25586113,0.05205829326923077
gac,"[-307.3077     149.95049     -7.513977    25.249512    10.420829
   11.794819     6.3029337    3.7215722  -15.614292   -11.885493
  -13.805958   -14.1182785  -14.094389 ]",1100.3638044856816,1576.3055347455972,0.2671671,0.042457932692307694
gac,"[-294.4138     147.30125    -42.853474    82.36499     24.833853
   21.803343    14.306584    -3.5241034    6.1555653  -13.975013
   -5.0344367   -8.938045    -7.267522 ]",1135.9519802490759,1321.6364542926497,0.2839445,0.05461613581730769
gac,"[-300.35684    147.46062    -40.270725    79.47282     28.389172
   18.686752    13.651771    -3.5070734    4.4492965  -13.785091
   -8.516495   -14.853149   -11.098586 ]",1065.2732190830566,1280.7202242046174,0.29763255,0.04690504807692308
gac,"[-308.0016     151.29883    -42.70133     84.628654    19.646473
   18.858574    12.614893    -3.6627855    2.2270024  -13.450817
   -1.6532669   -9.557565    -6.7264647]",1194.4457289848638,1353.611446665466,0.32062703,0.06101637620192308
gac,"[-2.9435126e+02  1.5643068e+02  3.1712973e+01  4.4317772e+01
  1.0930453e+01  1.0976656e+01  1.0127874e+01  4.1695747e+00
  3.6668754e+00  5.7492843e+00 -1.2737364e+00 -5.1815510e-01
 -2.5924379e-01]",767.9284605034475,1349.244243697996,0.2989733,0.02565730168269231
gac,"[-3.0883585e+02  1.5756256e+02  2.4315189e+01  3.9209179e+01
  1.1276588e+01  1.4381533e+01  1.6622372e+01  5.7150154e+00
  8.6441390e-02  2.1648381e+00 -5.9463215e-01 -1.7234164e+00
 -9.8257399e-01]",792.8330742661245,1430.7929811335714,0.31316185,0.025574669471153846
gac,"[-293.55066    153.18126     28.021765    45.523872    12.153907
   14.001612     8.713202     1.8833776    1.3236028    7.4757495
   -9.9632845   -6.999385    -1.9089028]",868.2181856632212,1502.1364077026808,0.3399528,0.03011944110576923
gac,"[-2.5322083e+02  1.0019972e+02  3.4774090e+01  4.1312824e+01
  1.0414582e+01  1.8930401e+01  2.2262356e-01  9.9785490e+00
 -8.4060583e+00  2.7415061e+00  4.4392858e+00 -2.1095371e+00
  1.4163215e+00]",1788.45346949264,2467.063871788445,0.34665856,0.053218900240384615
gac,"[-252.40475    103.550674    40.30462     42.508274     9.42475
   17.802029     1.1447744   11.6169615   -6.137381     3.6754136
    2.2717183   -0.5516492   -2.7164173]",1688.3237072438526,2430.7129366765944,0.3650825,0.04545147235576923
gac,"[-209.57428      90.045364     32.989243     38.08462       7.471016
   11.89924       0.30651474    5.084338     -4.5667987     1.6392198
   -0.61075366   -1.1987618    -4.51492   ]",2193.7541211590756,2674.8098490300786,0.3056113,0.0740009014423077
gac,"[-352.97513    154.22557     33.903606    31.977854    17.368069
    8.572624     6.2641196   -3.3300693  -10.105779    -9.264123
  -17.963364   -18.641773    -6.1624184]",587.5111381977457,973.3677767780725,0.24522702,0.02561222956730769
gac,"[-4.7921881e+02  1.6434808e+02  3.9538094e+01  3.7667202e+01
  2.0316149e+01  1.4437014e+01  7.5388541e+00 -6.7943662e-02
 -1.3790055e+01 -1.4037210e+01 -1.7366137e+01 -1.5054711e+01
 -6.3674212e+00]",618.9446288534335,1151.3463369794301,0.25602743,0.027696814903846154
gac,"[-4.1249783e+02  1.8066360e+02  6.1326698e+01  4.2215816e+01
  3.0223854e+01  2.1255775e+01  7.8988619e+00 -1.9505110e+00
 -8.1423788e+00 -6.3459272e+00 -9.2948856e+00 -1.1473443e+01
  1.3390620e-01]",417.0225091314278,843.3608123213813,0.32567748,0.023268479567307692
gac,"[-3.3272668e+02  1.6477831e+02  1.8350956e+01  3.4707748e+01
  1.3598924e+01  6.8077946e+00 -3.1005843e+00 -1.0762087e+01
 -1.5773105e+01 -3.8954508e+00  1.3763645e-01  1.0673686e+01
  1.1354547e+01]",878.9619271960327,1402.1114175570856,0.22992884,0.044166917067307694
gac,"[-331.36813    159.30423     28.47753     32.93124     21.675356
    8.26792     -7.9534736  -15.15549    -13.285034    -9.625355
  -10.001401    -4.557758    -2.9059782]",730.0152949772278,1279.8380561815402,0.24243158,0.03099834735576923
gac,"[-346.19598    178.6493      32.88039     19.867544    23.649302
   13.0591755    0.6006642   -2.499998    -6.335674    -6.591454
  -11.246817   -11.392721    -7.784561 ]",592.6565078326865,1102.714684317969,0.21904448,0.027828275240384615
gac,"[-250.34973     117.53987      56.295826     29.262827      9.016737
   12.121929     -2.6851842     1.8768555    -9.680655     -0.5553819
   -8.357328     -0.94334024   -5.5405216 ]",1322.3073279857635,2247.858158605903,0.24822153,0.03409705528846154
gac,"[-213.7381     113.547       40.959778    26.641342     9.847962
   13.324476    -6.9879565   -2.7432826  -10.870194    -1.6088071
   -6.675347    -1.4384617   -7.8645897]",1536.544197863335,2358.4747833487722,0.2634205,0.04129356971153846
gac,"[-218.79102    109.91241     48.484516    22.808083    11.987518
   11.901026    -5.721982    -0.8370696   -7.5266743   -0.4693965
   -6.228805    -1.4952896   -3.489644 ]",1631.5628958468913,2497.188055441259,0.2701269,0.042405348557692304
gac,"[-211.64735     72.64237     20.247438    40.49907      8.390747
   15.127696    -4.4129987    4.37805     -6.2547774    2.098161
   -4.576376    -3.526709   -11.638195 ]",2490.0442636093376,2768.0857007317895,0.34350008,0.083349609375
gac,"[-207.26804     78.16492     20.49974     38.424747     9.996069
   12.027382    -4.26775      2.3376875   -5.1235514    2.897126
   -6.732035    -4.35008    -10.0086355]",2413.337396128386,2727.4948073903065,0.35870272,0.09150390625
gac,"[-194.75333     69.51587     19.922445    40.938446     8.32086
   13.617841    -5.5168896    4.148517    -4.5890827    1.524717
   -5.453967    -4.470348    -9.771535 ]",2623.9898000883377,2830.1347243231417,0.3606806,0.09576322115384615
gac,"[-243.37712    111.59395    -21.973276    27.523586     9.504735
   15.114883     3.5580492   -5.210837   -14.088888    -1.1054372
   -7.1929216   -3.0071924   -2.3920035]",1493.3557655956492,1856.3172414423093,0.2415515,0.06811147836538461
gac,"[-255.89227    132.84886      0.5333954   31.244411     1.8260859
   14.790297     5.373361    -0.8490252  -15.632566    -4.844157
  -10.054892    -7.5632515   -8.284835 ]",1132.4949274131397,1720.5768985536092,0.3222691,0.04088040865384615
gac,"[-216.72797    123.905014   -26.555231    28.768171    11.965953
   10.710629     3.918003     3.113186    -3.4935327   -0.5864111
  -15.473907   -11.399354    -1.7498432]",1371.3286079311617,1718.4242229472397,0.31402835,0.05797025240384615
gac,"[-115.38359     61.169163     8.995149    25.62607      4.6362653
   14.451837    11.094212     9.615998   -15.846796   -15.387234
  -20.22909     -1.5584534    8.4356575]",2598.2160357943726,2651.926742583432,0.18388999,0.10519456129807692
gac,"[-117.85924     77.63403      5.6415253   26.351961     3.162915
   12.347245     4.056823    10.583913   -10.767811    -8.97025
  -18.5021      -7.0771217   -2.9801333]",2329.03693037777,2519.439412016965,0.21819218,0.10268930288461539
gac,"[-117.83586     71.93661      8.204103    28.871908     3.886788
   13.067364     7.9722958   13.07213     -8.657553   -10.93082
  -19.62127     -7.1317496   -0.9996352]",2449.9564242812994,2577.6119179464617,0.22135846,0.11238731971153847
gac,"[-522.3922     157.33435     53.40445     32.070385    19.87605
    7.0740395   -1.7526847   -3.9741464  -11.658887   -13.387843
  -13.279101    -6.155158    -6.5157723]",678.186314410943,1419.035339179325,0.2652451,0.02552959735576923
gac,"[-457.4923     175.24742     43.33679     28.104914    15.462772
    1.5417      -2.265762    -2.2296016  -10.442468   -10.373086
   -5.059031    -4.9986825  -11.630195 ]",645.0357868308201,1252.2877988135488,0.29747036,0.024237530048076925
gac,"[-489.28934     165.46118      47.025246     35.440586     13.389636
    0.94367146   -3.2236824    -5.155624    -13.569876    -14.457525
  -11.871032     -3.8182247    -6.3737917 ]",685.8979673862195,1379.3604473116595,0.30662215,0.026085486778846152
gac,"[-3.1710187e+02  1.3029448e+02  2.0358221e+01  3.7320553e+01
  7.2933602e+00  1.2061288e+01 -1.5438128e-01  4.8110218e+00
 -1.5856041e-01 -1.6918818e+00 -2.1163940e+00 -5.7072725e+00
 -1.3839670e+01]",1071.33344420796,1781.8931076437889,0.28115785,0.03594125600961538
gac,"[-325.86694    134.05708     19.510452    36.695328     4.5022697
   12.353649     4.3332944    5.088307     6.2899237    1.3539002
   -5.419074    -5.896088    -9.336296 ]",1125.8462749793096,1818.06321740111,0.31691772,0.04087289663461539
gac,"[-288.37332    122.32132     17.349487    38.02998      9.027915
   15.207937     2.4928546    5.878735     8.737786     3.1100948
   -8.913674   -10.121511    -8.1261835]",1325.3141298925848,1977.4463272083474,0.30319867,0.04622521033653846
gac,"[-191.49477     132.95024      -6.926758     41.263283      9.336516
   20.63835       2.6682773    -0.67195296  -12.114589     -1.2544847
   -6.079755     -6.658631     -8.683224  ]",1174.6909452374555,1687.2952197651543,0.24258606,0.041650390625
gac,"[-208.94868    134.31165     -8.483148    43.9829      10.444437
   25.798058    12.76392      1.2626301  -13.450488    -1.0721717
   -8.518713     0.5976534   -5.3909736]",1173.3915927629928,1664.8346555325547,0.28023762,0.04962439903846154
gac,"[-230.47897     138.23503      -9.71979      45.020046     12.516586
   28.293629     15.463838      0.42083105  -14.163448      0.6043148
   -2.2436967    -0.5661168    -5.274996  ]",1091.5616606457536,1573.6473833866478,0.2675041,0.04469651442307692
gac,"[-331.36017     93.438736    31.209635    37.991047    14.358856
    9.561633    -3.233958     3.523674    -6.9703164   -3.4501994
  -11.469398    -3.583651   -14.190984 ]",1762.3949178584498,2579.68929479249,0.2632877,0.039366736778846154
gac,"[-80.331055    66.21155      7.3691354   32.851055     5.5057354
   9.337669     3.1007526    6.968979    -2.1542814   -0.67142683
 -11.83621      6.1947155  -10.127924  ]",2771.419501365631,2789.808274557051,0.3937407,0.13607647235576922
gac,"[-77.585144    56.091442     7.0342817   24.106483     8.822275
   6.8327003    0.21928558   6.774956    -0.6484996    3.496203
  -3.95163      2.774735    -5.904444  ]",3105.1554391559544,2918.3378765933585,0.4171587,0.17640474759615385
gac,"[-82.0354      72.2603      -2.3136756   30.705442     6.986772
   9.6527405    1.8295828    6.9047794   -2.6976817    0.76001716
  -3.3903043   11.079919    -8.167813  ]",2605.873133521729,2648.889357061025,0.41567796,0.12463942307692308
gac,"[-235.20091     127.41208       2.6342714    42.295387     18.629684
   17.293257      0.45793158    1.8842264   -14.427896     -5.00132
  -10.884713     -4.489762     -7.065126  ]",1160.5361429104603,1800.4834190923623,0.25622237,0.03388296274038462
gac,"[-226.40726    122.75388      1.8703305   39.11952     14.7381525
   13.038668    -4.113652     4.1408525   -6.2301054   -4.5615835
   -8.879195    -0.7758632   -5.004617 ]",1404.9390565672043,1980.827047563141,0.29044595,0.04799429086538461
gac,"[-2.1450687e+02  1.2951743e+02 -2.9744921e+00  3.5860756e+01
  6.2170528e-02  7.6764452e-01 -1.9234760e+01 -1.8017977e-01
 -1.6426433e+00  3.9467661e+00 -3.2351642e+00 -4.6092916e+00
 -1.3181255e+00]",1533.6768739504366,1929.3935363460896,0.23783378,0.07021859975961539
gac,"[-84.05673    61.966713   18.106503   22.852186   -2.0567636  15.602132
  -9.739971    2.447392   -5.7397966   4.396588   -4.322934   -3.661529
  -2.493269 ]",3106.4006592500864,2962.518105631061,0.36728966,0.14776893028846153
gac,"[-92.74244     62.250637    20.178598    27.234833     4.4800453
  14.85375     -4.150785     3.7155182   -6.3695884    4.4941683
  -5.5769534    0.45871645  -6.0237546 ]",3081.287814506532,3013.099108008737,0.36349142,0.12432016225961538
gac,"[-132.19353     71.9406      24.100834    25.697247     5.8983197
   20.263113    -4.596095    -0.3706445   -9.993617     3.114723
   -1.1256692    2.0031495   -1.947371 ]",2909.920097888844,2864.2389510620733,0.40747204,0.14211989182692308
gac,"[-351.8401      67.98746    -17.585491    35.77975    -15.73781
   12.992032    -4.406248     7.1113997  -13.8071785   -8.050949
   -9.107767    -8.8982725  -12.024416 ]",2436.356714280026,2249.7133633033372,0.2752639,0.1355656550480769
gac,"[-192.3382     115.03594      1.3464135   26.826612    -4.576418
    6.492856     0.6947357   12.713043    -1.8813871    3.1776447
   -5.073823    -2.278095    -6.2770605]",1725.5103079644095,2231.0465736940146,0.36027098,0.06542217548076923
gac,"[-203.25351     120.069664      7.263308     28.375017     -3.0605125
    6.2184415     2.6618595    13.772196     -0.85687774    4.4546385
   -4.889871     -0.74258244   -2.7686467 ]",1608.805934824887,2204.89497826854,0.38489297,0.05711388221153846
gac,"[-1.5066101e+02  1.1167955e+02  2.2303785e+01  3.0612612e+01
  1.1974268e+01  7.5666099e+00  6.6912861e+00  4.0925655e+00
 -1.6304960e+00 -1.0676501e+00 -3.7884588e+00 -9.3891352e-02
 -4.6350155e+00]",1670.5667644567443,2431.1916555588236,0.39218426,0.049376502403846154
gac,"[-120.17339      82.750046     32.324844     30.956072      3.2800066
   12.1197       -1.8476987     0.54162306   -4.908548     -1.6475451
   -6.952682     -0.53386205   -6.685134  ]",2511.434884019265,2857.4277406438496,0.37478042,0.08194110576923076
gac,"[-103.29678      83.33963      16.1686       18.900375      7.721673
   11.3557205    -0.12714525   -1.1568218    -0.32478604   -0.80447996
   -7.972696     -1.7562369    -5.709654  ]",2565.040695600096,2881.642283019073,0.40372357,0.07770808293269231
gac,"[-381.5713     174.1202      23.400488    27.325426    19.489902
   -0.5363725   -9.054034    -4.7885547    4.3196774   -1.6350038
   -9.7285385   -1.5699029   -1.1777271]",718.7577421609662,1165.6703710466552,0.23179251,0.038949819711538464
gac,"[-384.20456     188.52295      28.22559      19.73107      11.812833
    0.84047616   -4.8431773    -1.2165447     3.2760057     1.0695847
   -5.078184     -3.656692     -2.914901  ]",639.5901195304606,1098.6973390221228,0.25775605,0.02792217548076923
gac,"[-3.3200879e+02  1.7961710e+02  2.2523691e+01  2.7734608e+01
  5.2978458e+00  1.1951030e+00 -9.6280493e-02 -1.8038422e+00
 -7.5941128e-01 -4.8288131e+00 -9.0619726e+00 -4.4647405e-01
 -1.5668342e-01]",757.742847814659,1222.43827834014,0.26047778,0.034247295673076925
gac,"[-399.61844    132.27748    -22.61453     59.925285    33.13598
    6.25109     11.878495     7.589027    -5.2848654   -1.2684367
  -10.169961    -4.4811926   -1.2620622]",1212.7292380526885,1681.9701965994236,0.3926951,0.049692007211538464
gac,"[-267.83667    116.91818     -9.777333    44.06214     15.582142
   10.8203335    6.7972646   13.744883    -3.7781775    3.5827472
   -9.14288     -3.74877     -4.1299095]",1538.0467148915486,1981.2911602435065,0.35795906,0.05439453125
gac,"[-156.52322    115.27348     -8.902445    29.57184      6.1875677
   16.000706   -10.8503065   -2.6398692   -6.7829757   10.419088
  -10.495318    -2.8732634   -6.1221213]",1566.9101903254923,2020.4135145120752,0.30369958,0.06409630408653846
gac,"[-155.70123    117.71616     -6.8710666   34.025745    10.309279
    8.307458    -9.992729    -1.4495059   -4.9217863   12.430839
   -7.528233     0.9439047   -9.92392  ]",1541.9038291906204,2047.6511853868742,0.36193106,0.06070838341346154
gac,"[-172.54636    124.0116      -5.9342313   35.206623     7.682863
   10.077613    -4.4236207   -2.5290048   -5.8469687    6.180686
   -9.993327    -0.7047886   -9.049486 ]",1399.184706896654,1948.5206849031524,0.36301973,0.04920748197115385
gac,"[-3.0676544e+02  1.0987685e+02  1.5853413e+01  2.0430935e+01
  5.5614996e+00  6.0573120e+00 -4.4572935e+00  5.6145415e+00
 -6.4026170e+00 -1.3853951e+00 -2.7128022e+00 -2.0004390e-01
 -7.2837105e+00]",1667.8481643419134,2244.256879231047,0.21100779,0.04939903846153846
gac,"[-242.22052     85.576096    11.841557    21.29448      2.3692346
    5.7244425   -5.4358616    1.8795985  -10.806793     3.0581415
   -3.8394184   -4.061242   -13.562419 ]",2155.6113473995283,2488.4596839503993,0.20340452,0.06923452524038462
gac,"[-126.84779     55.79959     34.047264     9.235526     3.2478206
    4.830819    -7.830921     6.69126     -1.4010029    4.8957105
   -2.4062963    1.4869812   -4.7762823]",3709.247354044448,3307.4714788133842,0.30286047,0.15323016826923078
gac,"[-3.0291928e+02  1.4235974e+02  3.9285065e+01  3.6937950e+01
  2.5829510e+01  1.0688853e+01  4.8648944e+00  2.9896510e-01
 -1.9594002e+00 -2.0088894e+00 -9.6697845e+00 -5.0435004e+00
 -1.2325571e+01]",696.517267304003,1460.5864379685045,0.22831987,0.019985727163461538
gac,"[-236.81625    148.86003     39.722927    31.993454    15.395893
    5.4195967   -3.0415556   -5.3526764   -3.6988122   -2.468701
  -19.903654   -11.784176    -7.826847 ]",895.9738730484765,1673.6930959897234,0.26625693,0.02907902644230769
gac,"[-290.13196    140.58253     61.725857    35.506554    23.170135
   12.412406     4.6045403    0.4090798   -5.964409    -7.8034434
  -19.778738   -10.1699095  -12.5177965]",802.9156978467705,1664.1096272347727,0.2369819,0.025458233173076925
gac,"[-148.85222    133.96962    -32.80401     43.773903     5.233162
    6.988229    -2.6420205   -8.083736    -8.526026   -18.421686
   -2.0086632   -5.762905   -12.919453 ]",1531.6529459390288,1728.6463082184523,0.28190017,0.07433894230769231
gac,"[-186.23375    141.81313    -18.122427    48.65958      2.9928532
    7.4764233   -2.6113992   -8.793754    -9.886709   -15.516966
  -15.714836   -12.607377   -10.676983 ]",1352.5319492907906,1616.6200853366236,0.3508363,0.06387469951923076
gac,"[-118.60962     116.889946    -19.956633     53.206955      0.79063576
   11.822601     -4.597171     -5.3591986    -9.270885    -14.581562
   -7.2165875    -9.0904875   -12.787455  ]",1695.299011823712,1927.9823944046839,0.34406057,0.074560546875
gac,"[-216.68295     88.264694    50.347965    40.06994      3.0004418
   14.512283    12.216075    11.879407    -7.402998    -2.9117835
    2.8390217    2.9285443  -14.157517 ]",1780.99291812277,2558.8020036774947,0.3479939,0.04300255408653846
gac,"[-221.86919     89.32317     43.82645     34.505417     3.7038
   16.264725    11.584204    14.41937     -3.864847    -4.0927696
    0.6998695    5.553706    -5.216701 ]",1803.513232692743,2560.3301460388616,0.35853693,0.04545522836538462
gac,"[-214.77725     96.350464    44.205418    37.47551      3.402117
    8.337399     6.0363054   12.212885    -7.975897    -7.957097
    1.8470525   10.855847    -5.8043013]",1738.664868604285,2493.352359313622,0.3133611,0.046319110576923075
gac,"[-319.94235    133.20192     17.66138     51.9467       5.5482893
   11.483814    -8.878608     2.6791024  -13.232862    -1.499981
   -7.834466    -5.1510944   -8.8680725]",1147.505816722274,1754.1920458515228,0.29992035,0.03842022235576923
gac,"[-2.7001047e+02  1.1244040e+02  1.7753092e+01  3.6007565e+01
 -3.4773606e-03  9.5342455e+00 -6.5937819e+00 -2.8371201e+00
 -1.7229000e+01 -5.1465383e+00 -1.4054725e+01 -5.9502845e+00
 -6.2369585e+00]",1654.6585332313334,2155.1732105207125,0.2920451,0.06832181490384616
gac,"[-260.25034    116.41814    -10.673186    39.976173    -2.9707878
    9.248284   -11.766334    -4.3952017  -16.980894    -8.696286
  -13.84219     -4.768824    -8.383002 ]",1631.7781487547218,2011.9749609971973,0.30495912,0.05567157451923077
gac,"[-114.29857     117.45921     -23.523136     36.11803      -1.1536039
   15.019392      1.522081      6.4614787     4.5033846    12.32108
    2.4232757     4.9432497    -0.25187895]",1707.1806179914677,1902.6821576356588,0.33301577,0.08091571514423077
gac,"[-100.01627    108.58777    -26.061779    30.381731     1.827948
   12.436891     2.0472803    7.306215     2.7543058   12.433468
    3.3291132    8.258295     4.6275997]",1850.2460564872958,1965.1338223109256,0.3391868,0.09852764423076923
gac,"[-109.95601    119.61699    -22.638874    36.65425     -2.2482488
   12.308214     2.2317314    5.951696     4.1655493   12.461975
   -0.7755953    4.3820615    0.8614198]",1673.8821838218084,1917.6616731384765,0.36883315,0.06906926081730769
gac,"[-239.00533    148.8169     -51.810696    40.305542     2.7908137
    5.032992    -8.362801     5.4770555   -7.889291    -6.713324
   -6.6748457  -13.029227   -13.067932 ]",1414.513435548718,1484.2394267958393,0.2995068,0.08535907451923076
gac,"[-250.23805    159.03004    -48.066147    39.987713    -3.2196949
    3.9675415  -10.326664     3.7621994   -8.946652    -8.776989
   -8.159756   -16.093464   -16.976776 ]",1316.5751856000968,1425.0740833343873,0.27307913,0.07830153245192308
gac,"[-247.24207     158.57277     -61.063625     48.320854     -0.42811403
    4.2175655    -2.1832333     2.8113642    -5.700638     -9.397258
   -7.7317505    -8.902637    -11.818106  ]",1379.9544630257149,1402.839773803418,0.30283365,0.08044245793269231
gac,"[-212.64163     95.71981    -54.44912     16.80585    -12.79995
   15.380047   -25.421984    14.280837   -17.730614     6.6433353
   -4.4546394    8.335602   -16.042688 ]",2324.9251713432336,2059.1681598747527,0.29663968,0.12816256009615384
gac,"[-219.89442     94.24357    -52.66066     17.637703   -11.641078
   15.42272    -22.56347     14.015607   -15.116414     7.1178694
   -4.5788727    7.0133443  -14.40982  ]",2320.4406434346374,2064.4155411330985,0.29261127,0.12148813100961539
gac,"[-203.62741    95.42268   -49.3557     17.454884  -13.656761   10.840202
  -23.542856   12.11366   -17.124222    3.519874   -5.189017    5.942167
  -14.005929]",2331.009739684684,2088.913003106169,0.31606022,0.12354266826923077
gac,"[-140.02864      96.43605      -9.37201      24.083628     -2.3814094
    8.530024     -3.6969426     7.0795197    -0.84741455    9.298879
   -9.252546     -2.4362211    -6.3523107 ]",2091.156586469765,2228.0370199921254,0.2362913,0.11316856971153846
gac,"[-124.88886     100.1695       -8.575455     22.43332      -4.495283
    5.262331     -0.9034063     7.695927      0.13021217    7.172998
  -10.512044     -1.4897395   -10.381312  ]",1930.5482092068528,2173.5850925946006,0.24649079,0.102001953125
gac,"[-135.20665    122.011734    -8.632359    16.093994    -6.018502
    3.9938571   -5.873441     4.9806004    5.2083516    6.6661997
  -14.203094    -2.2652705  -11.652776 ]",1632.6810863335888,1907.632531316986,0.28354654,0.08878455528846153
gac,"[-265.96832      80.79058       9.641797      8.810455      0.42556748
   -9.079475      0.61163044   -2.7148664    -6.6743484    -3.6186025
  -13.57265      -0.5999276   -13.535288  ]",2381.8628272294022,2754.071668299581,0.25340647,0.11908052884615385
